Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,TimeStamp
0.8395359,0.13863443,0.27035365,0.80282843,0.647364,0.092634186,0.10406852,0.55113745,0.9971507,0.14229637,0.3225991,1.0115186,0.29746228,0.18297645,0.44081298,0.9038872,0.101033576,0.41963664,0.53965783,0.74351025,836.8865,850.989,851.79486,830.0366,885.64105,0.091552734375,0.11895751953125,0.98992919921875,1.51031494140625,2.370147705078125,3.7384033203125,1.0,1.0,1.0,1.0,1.0,91.98,0.0,2023-10-31 20:20:34.864
0.9167174,0.0047298125,0.120972276,0.758899,0.4475597,0.15963295,0.17006896,0.44625983,0.68293583,0.20314078,0.42358214,1.0957367,0.14015926,0.04002618,0.5403419,0.89052784,0.029847562,0.27166712,0.43831682,0.48891518,834.87177,848.5714,852.6007,820.3663,867.50916,0.09539794921875,0.11431884765625,0.9876708984375,1.158905029296875,1.8841552734375,4.127197265625,1.0,1.0,1.0,1.0,1.0,91.98,0.0,2023-10-31 20:20:35.869
0.72850513,0.15924583,0.03540746,0.9940532,0.55293554,0.19355077,0.008205598,0.8589423,0.7610755,0.22949158,0.46131334,1.1560946,0.16429521,0.08983391,0.56099176,0.8808762,0.087880254,0.15723656,0.39140913,0.5517856,891.28204,850.989,858.24176,922.71063,877.5824,0.0902099609375,0.1138916015625,0.9869384765625,0.97198486328125,3.476715087890625,3.66363525390625,1.0,1.0,1.0,1.0,1.0,91.98,0.0,2023-10-31 20:20:36.869
0.9446492,0.08737151,0.1649513,1.5642005,0.7552461,0.13620771,0.37386936,1.3424811,0.7985136,0.15959725,0.5180163,1.1308578,0.3902947,0.124407284,0.55316156,0.8857369,0.13618827,0.24857473,0.44429138,0.5695288,936.8132,844.94507,862.674,989.19415,888.86444,0.08770751953125,0.11663818359375,0.98748779296875,1.203765869140625,3.050537109375,3.7982177734375,1.0,1.0,1.0,1.0,1.0,91.98,0.0,2023-10-31 20:20:37.869
0.9594358,0.06254453,0.18342683,1.7753189,0.78939086,0.21419038,0.5058145,1.5261836,0.9953273,0.2666986,0.5151203,1.0852916,0.5042882,0.07461862,0.4490461,0.9296127,0.16638426,0.36266094,0.41861525,0.6062853,917.0696,856.63007,844.5421,954.5421,884.83514,0.0850830078125,0.1171875,0.98687744140625,0.478515625,3.33465576171875,4.2767333984375,1.0,1.0,1.0,1.0,1.0,91.98,0.0,2023-10-31 20:20:38.872
0.38142428,0.083654255,0.0055989414,0.09725083,0.82967937,0.1159154,0.20840417,0.68764716,1.1007667,0.20676051,0.46511436,1.0686843,0.380281,0.088171184,0.39725345,0.8528783,0.12470575,0.394936,0.36657012,0.57925606,913.44324,852.6007,860.65936,990.0,894.90845,0.08001708984375,0.11846923828125,0.9881591796875,0.859832763671875,2.91595458984375,4.127197265625,1.0,1.0,1.0,1.0,1.0,91.98,0.0,2023-10-31 20:20:39.877
0.316922,0.12357421,0.3544412,0.8304973,0.8672417,0.030719357,0.098954424,0.7740065,1.2163653,0.1610213,0.19689958,1.2855573,0.40687925,0.15466675,0.5649325,1.016381,0.18780716,0.18370232,0.7437401,0.6202792,885.64105,849.7802,846.55676,923.5165,880.80585,0.08587646484375,0.11468505859375,0.98809814453125,0.897216796875,2.160797119140625,4.044952392578125,1.0,1.0,1.0,1.0,1.0,91.97,0.0,2023-10-31 20:20:40.879
0.50769717,0.054744948,0.25836283,0.99003947,0.6623651,0.31564796,0.21009275,0.9861847,1.207754,0.095053814,0.19310613,1.2372221,0.34135205,0.052723605,0.7514746,0.9346686,0.06267763,0.2949316,0.64882064,0.7632424,901.3553,855.82416,849.3773,950.5128,880.40295,0.0693359375,0.111083984375,0.99200439453125,0.43365478515625,1.80938720703125,3.529052734375,1.0,1.0,1.0,1.0,1.0,91.97,0.0,2023-10-31 20:20:41.881
0.9577367,0.5337525,0.8661942,1.095912,0.786987,0.17815773,0.34875274,1.1920012,1.0995511,0.3664492,0.36955875,1.142151,0.37746063,0.040120795,0.5920133,0.7307823,0.14489904,0.34064114,0.478332,0.81850266,865.09155,853.4066,860.2564,892.49084,857.8388,0.0751953125,0.11676025390625,0.99444580078125,0.889739990234375,2.415008544921875,3.626251220703125,1.0,1.0,1.0,1.0,1.0,91.97,0.0,2023-10-31 20:20:42.885
1.244106,0.12412209,0.5457309,1.1661599,0.94105804,0.10450875,0.09305851,1.2468996,1.3126903,0.01883795,0.41798097,1.1402278,0.40839958,0.13323207,0.59612614,0.75630385,0.19903015,0.3093745,0.43816456,0.80742025,890.07324,856.2271,842.52747,927.9487,869.12085,0.07080078125,0.120361328125,0.9898681640625,0.9271240234375,2.983245849609375,4.08233642578125,1.0,1.0,1.0,1.0,1.0,91.97,0.0,2023-10-31 20:20:43.888
1.1395131,0.20599064,0.17704622,1.1661599,1.1006372,0.2016102,0.0666286,1.2468996,1.335833,0.027643306,0.2374242,1.1402278,0.32542488,0.054528125,0.6864601,0.75630385,0.01850201,0.29478368,0.43612158,0.80742025,887.25275,856.2271,825.2015,942.4542,897.72894,0.06597900390625,0.11822509765625,0.99005126953125,0.605621337890625,3.386993408203125,4.523468017578125,1.0,1.0,1.0,1.0,1.0,91.97,0.0,2023-10-31 20:20:44.894
0.8177229,0.090569265,0.0077743446,0.6771629,0.9913606,0.13151968,0.11159822,0.96611774,1.2911421,0.25935507,0.37843922,1.1886225,0.65230453,0.0324464,0.6597619,1.0031496,0.04500376,0.333811,0.4561426,0.4174835,850.58606,855.0183,852.6007,830.4396,804.2491,0.0694580078125,0.12738037109375,0.9920654296875,1.308441162109375,2.73651123046875,3.27484130859375,1.0,1.0,1.0,1.0,1.0,91.97,0.0,2023-10-31 20:20:45.896
0.6873016,0.08574653,0.040204056,0.46788198,0.7813181,0.40114436,0.120699085,0.77951235,1.2452472,0.12019108,0.34026513,1.098575,0.48936352,0.067861915,0.434735,0.9555594,0.071521915,0.4298179,0.4021733,0.42741323,846.1539,849.7802,836.8865,857.8388,830.4396,0.07080078125,0.12554931640625,0.988525390625,1.54022216796875,2.332763671875,3.536529541015625,1.0,1.0,1.0,1.0,1.0,91.97,0.0,2023-10-31 20:20:46.901
0.6094067,0.17695534,0.09394775,0.4848493,0.57264787,0.52416474,0.10346282,0.7235921,0.9090366,0.1630994,0.30537608,0.9811546,0.26074585,0.03525112,0.4637586,0.9362647,0.0068454314,0.49238056,0.33505976,0.5422196,857.4359,854.61536,846.9597,895.31134,851.79486,0.07098388671875,0.12353515625,0.98724365234375,1.084136962890625,3.072967529296875,4.403839111328125,1.0,1.0,1.0,1.0,1.0,91.97,0.0,2023-10-31 20:20:47.901
0.058260597,0.7307493,0.62231207,0.45233473,0.50719273,0.6636397,0.47980565,0.77262443,1.0232792,0.27916938,0.16686705,0.9738243,0.17441031,0.08064981,0.57840717,0.8807624,0.19497111,0.41250694,0.5230422,0.623496,822.381,853.8095,846.55676,803.0403,804.2491,0.06756591796875,0.123046875,0.991455078125,0.276641845703125,4.119720458984375,5.256195068359375,1.0,1.0,1.0,1.0,1.0,91.97,0.0,2023-10-31 20:20:48.904
0.4948369,0.3497221,0.40854988,0.6178638,0.35545984,0.28025642,0.29070964,0.83407605,0.92834115,0.3018819,0.1539221,1.3545127,0.3306954,0.019499307,0.6976265,0.8963154,0.122599654,0.023720942,0.77695596,0.4924441,835.2747,850.989,852.6007,859.85345,842.52747,0.07733154296875,0.11322021484375,0.99652099609375,4.493560791015625,4.77020263671875,2.52716064453125,1.0,1.0,1.0,1.0,1.0,91.97,0.0,2023-10-31 20:20:49.909
1.089039,0.097489394,0.20299831,1.3369312,0.88953424,0.43100628,0.12865359,0.70758146,0.7242971,0.14197879,0.7474807,1.1961529,0.2141493,0.02493617,0.8076491,0.77643204,0.17622396,0.27138945,0.681305,0.4954167,831.6484,852.1978,863.8828,667.6557,755.09155,0.05853271484375,0.13238525390625,0.966796875,1.8243408203125,0.3289794921875,13.076934814453123,1.0,1.0,1.0,1.0,1.0,91.95,0.0,2023-10-31 20:20:50.909
1.3771554,0.037334513,0.1881723,1.6409538,1.2230372,0.38122895,0.027025294,0.83343095,0.71143216,0.15855318,0.8434237,0.9503112,0.24122931,0.018796347,0.82990015,0.8479391,0.11847887,0.51132584,0.65242755,0.4278768,823.5897,847.3626,848.97437,797.8022,774.43225,0.17132568359375,0.171630859375,0.95654296875,1.188812255859375,1.57012939453125,2.67669677734375,1.0,1.0,1.0,1.0,1.0,91.95,0.0,2023-10-31 20:20:51.912
1.4136436,0.26638526,0.04388242,1.6409538,0.70436734,0.16267377,0.3856968,0.83343095,1.0640068,0.036834437,0.38335457,0.9503112,0.42495593,0.06828091,0.9195413,0.8479391,0.33524093,0.3303818,0.8754329,0.4278768,803.8461,850.18317,850.58606,767.1795,842.9304,0.1785888671875,0.15570068359375,0.96331787109375,0.07476806640625,3.282318115234375,2.863616943359375,1.0,1.0,1.0,1.0,1.0,91.95,0.0,2023-10-31 20:20:52.917
1.3493911,0.20397273,0.24152274,1.6409538,0.82452804,0.19179726,0.08744751,0.83343095,1.06705,0.05258792,0.44839886,0.9503112,0.57861906,0.06758357,0.981538,0.8479391,0.31929883,0.4183709,0.84888124,0.4278768,818.7546,855.82416,862.674,712.7839,792.5641,0.15972900390625,0.15264892578125,0.96734619140625,1.457977294921875,6.078643798828125,0.800018310546875,1.0,1.0,1.0,1.0,1.0,91.95,0.0,2023-10-31 20:20:53.921
1.2528532,0.2909477,0.54653335,1.6409538,0.93918204,0.13150223,0.37925613,0.83343095,0.605428,0.08946436,0.7857656,0.9503112,0.71613157,0.04354876,0.7983712,0.8479391,0.29851127,0.26141593,0.58189535,0.4278768,804.65204,856.2271,819.9634,763.5531,824.7985,0.13482666015625,0.15887451171875,0.96856689453125,1.143951416015625,1.83929443359375,12.284393310546877,1.0,1.0,1.0,1.0,1.0,91.95,0.0,2023-10-31 20:20:54.925
1.2528532,0.08406254,0.19485705,1.6409538,0.93918204,0.21420911,0.048227064,0.83343095,0.605428,0.039333537,0.5051036,0.9503112,0.71613157,0.0032178753,0.7833297,0.8479391,0.29851127,0.12141751,0.7279442,0.4278768,819.15753,842.9304,860.2564,793.36993,760.32965,0.06817626953125,0.0936279296875,0.9822998046875,3.985137939453125,1.74957275390625,0.91217041015625,1.0,1.0,1.0,1.0,1.0,91.95,0.0,2023-10-31 20:20:55.925
1.2528532,0.29507017,0.1435347,1.6409538,0.93918204,0.07553727,0.36551166,0.83343095,0.605428,0.0059084445,0.21145494,0.9503112,0.71613157,0.06589206,0.6330725,0.8479391,0.29851127,0.316486,0.62877584,0.4278768,821.5751,855.0183,848.5714,732.9304,876.77655,0.04327392578125,0.0770263671875,0.99249267578125,1.39068603515625,2.833709716796875,6.3104248046875,1.0,2.0,1.0,1.0,2.0,91.95,0.0,2023-10-31 20:20:56.925
1.2528532,0.59948254,0.2909397,1.6409538,0.93918204,0.17483588,0.06082533,0.83343095,0.605428,0.39952508,0.61280787,0.9503112,0.71613157,0.07245841,0.5863802,0.8479391,0.29851127,0.3680009,0.45405695,0.4278768,855.42126,855.0183,846.9597,853.00366,837.6923,0.0418701171875,0.0889892578125,0.9957275390625,0.186920166015625,0.7476806640625,3.132781982421875,1.0,2.0,1.0,1.0,2.0,91.95,0.0,2023-10-31 20:20:57.925
1.2103963,0.39629024,0.4128341,1.7538023,1.0693933,0.33425766,0.15728198,1.2300792,1.0307394,0.38985294,0.63294554,1.362577,0.364688,0.09458427,0.6030427,0.9908735,0.13961692,0.3376698,0.5731122,0.64843416,809.89014,853.00366,859.85345,774.0293,842.52747,0.0372314453125,0.0904541015625,0.99169921875,0.261688232421875,3.409423828125,3.828125,1.0,1.0,1.0,1.0,1.0,91.95,0.0,2023-10-31 20:20:58.928
1.2988148,0.4072553,0.4092948,1.2612573,1.1734076,0.2629705,0.10696632,1.1543102,1.0801247,0.23339134,0.54203534,1.2430161,0.3657954,0.20724559,0.35132247,0.97711205,0.394227,0.54471123,0.32446006,0.6905401,833.2601,857.03296,861.8681,802.23444,830.84247,0.02880859375,0.1031494140625,0.99530029296875,1.368255615234375,1.697235107421875,3.880462646484375,1.0,1.0,1.0,1.0,1.0,91.95,0.0,2023-10-31 20:20:59.933
1.2184021,0.015600916,0.37065923,1.2612573,0.9756524,0.01801468,0.10434759,1.1543102,1.1114744,0.26683766,0.62518007,1.2430161,0.24226905,0.038126692,0.539736,0.97711205,0.021217236,0.5062416,0.3606309,0.6905401,868.315,853.8095,851.79486,890.87915,879.19415,0.03131103515625,0.09002685546875,0.99017333984375,1.547698974609375,2.699127197265625,3.686065673828125,1.0,1.0,1.0,1.0,1.0,91.94,0.0,2023-10-31 20:21:00.933
0.7073599,0.34978473,0.15152128,0.42469153,0.66387606,0.24658328,0.13991892,0.38323933,1.0039593,0.10920524,0.464426,0.87476045,0.09701626,0.05063014,0.5823179,0.4635246,0.30775446,0.38226914,0.4498621,0.3014584,873.95605,852.6007,854.21246,882.01465,877.1795,0.0211181640625,0.0982666015625,0.99261474609375,0.246734619140625,2.071075439453125,4.463653564453125,1.0,1.0,1.0,1.0,1.0,91.94,0.0,2023-10-31 20:21:01.936
0.6099511,0.5444594,0.037516676,0.9258029,0.48002094,0.3200122,0.100574404,0.55546385,0.68415093,0.09703757,0.104808666,0.57977605,0.22877161,0.08197498,0.57118905,0.5920357,0.15612964,0.28741187,0.4748477,0.36743054,849.7802,856.2271,849.3773,847.3626,857.03296,0.01092529296875,0.09271240234375,0.9935302734375,0.61309814453125,1.263580322265625,3.506622314453125,1.0,1.0,1.0,1.0,1.0,91.94,0.0,2023-10-31 20:21:02.940
0.6254642,0.6541219,0.17837588,0.819938,0.59613204,0.56210065,0.11288925,0.53486454,0.7792113,0.11347934,0.12814717,0.90673256,0.29148632,0.07499074,0.6680378,0.614911,0.16214809,0.31669307,0.40132603,0.29985783,816.337,858.24176,828.8278,854.61536,865.89746,0.00177001953125,0.103515625,0.99505615234375,1.12152099609375,2.714080810546875,4.837493896484375,1.0,1.0,1.0,1.0,1.0,91.94,0.0,2023-10-31 20:21:03.944
0.62812537,0.19416843,0.218369,0.52943367,0.6929245,0.021160286,0.11788573,0.49786702,0.6813043,0.11454907,0.6075571,0.8704005,0.15671553,0.06470647,0.53719914,0.52897626,0.12676567,0.32412502,0.2644686,0.31275475,872.3443,848.1685,853.4066,928.3516,873.1502,0.02069091796875,0.10565185546875,0.996337890625,0.127105712890625,1.51031494140625,4.53094482421875,1.0,1.0,1.0,1.0,1.0,91.94,0.0,2023-10-31 20:21:04.949
0.62694675,0.09164093,0.3709016,0.40499923,0.7248607,0.020160023,0.04411301,0.5737925,0.62664807,0.16444409,0.6315251,0.8609646,0.14802893,0.016259804,0.5486089,0.4762185,0.098411374,0.35670766,0.43967816,0.34398493,905.78754,865.4945,846.1539,985.16486,921.0989,0.016845703125,0.09716796875,0.99615478515625,0.6878662109375,3.072967529296875,3.985137939453125,1.0,1.0,1.0,1.0,1.0,91.94,0.0,2023-10-31 20:21:05.950
0.4915925,0.3024036,0.46268848,0.40499923,0.35136798,0.10193615,0.12411062,0.5737925,0.40642327,0.20150608,0.5221845,0.8609646,0.40764362,0.044012677,0.5897537,0.4762185,0.09354427,0.52767587,0.6486588,0.34398493,906.99634,852.1978,848.97437,970.65936,871.13556,0.00909423828125,0.103759765625,0.992919921875,1.4654541015625,1.71966552734375,3.828125,1.0,2.0,1.0,1.0,2.0,91.94,0.0,2023-10-31 20:21:06.952
0.7130561,0.32387203,0.6424928,0.823314,0.68977696,0.13675724,0.4917822,0.5988763,1.0148122,0.18052427,0.23037602,0.70127547,0.36610237,0.12354116,0.6353848,0.44315758,0.13231848,0.31926423,0.55297786,0.201857,887.25275,856.2271,851.39197,940.4396,900.14655,0.007568359375,0.104248046875,0.991943359375,0.979461669921875,2.6617431640625,4.02252197265625,1.0,1.0,1.0,1.0,1.0,91.94,0.0,2023-10-31 20:21:07.957
0.62896585,0.23676726,0.41443038,1.0002974,0.6321935,0.17840923,0.3192015,0.6978348,1.0076787,0.07030691,0.021458952,0.7825564,0.25644714,0.08757158,0.7043526,0.50272477,0.060741704,0.24801125,0.35832897,0.09365238,892.49084,867.50916,844.94507,952.1245,910.6227,0.00115966796875,0.09625244140625,0.991455078125,0.059814453125,2.534637451171875,4.05242919921875,1.0,1.0,1.0,1.0,1.0,91.94,0.0,2023-10-31 20:21:08.960
0.5794624,0.76141894,1.004202,1.0096225,0.5477228,0.5929529,0.8874756,0.77365184,0.40409747,0.46305576,0.542579,0.57722795,0.26649764,0.004767989,0.6305067,0.6039592,0.1211234,0.31297943,0.2679518,0.049138777,905.78754,852.6007,848.1685,966.63007,911.4286,0.0101318359375,0.09844970703125,0.9925537109375,1.1962890625,2.998199462890625,3.207550048828125,1.0,1.0,1.0,1.0,1.0,91.94,0.0,2023-10-31 20:21:09.965
0.7134652,0.7383451,1.0949535,1.2987577,0.69476175,0.4686565,0.758383,1.2037566,0.980596,0.46096963,0.6012487,1.4585484,0.18390632,0.017180443,0.6873772,0.6497749,0.13965516,0.4231524,0.43349758,0.097047046,888.0586,852.6007,865.09155,939.6337,857.03296,0.0074462890625,0.101318359375,1.00006103515625,1.099090576171875,2.250518798828125,3.170166015625,1.0,1.0,1.0,1.0,1.0,91.92,0.0,2023-10-31 20:21:10.968
1.2431872,0.21317743,0.63229024,1.3600434,0.9109122,0.22380279,0.26340336,1.2098193,0.89239126,0.03711924,0.63562536,1.4322155,0.1500122,0.19922516,0.66080296,0.7202826,0.11410377,0.40465444,0.49670532,0.13045774,899.34064,865.89746,848.5714,969.85345,943.663,0.028564453125,0.06524658203125,0.9888916015625,0.1495361328125,0.46356201171875,4.0972900390625,1.0,1.0,1.0,1.0,1.0,91.92,0.0,2023-10-31 20:21:11.973
1.2431872,0.21769868,0.5413974,1.3396956,0.9109122,0.073282465,0.25496274,1.1529119,0.89239126,0.010860554,0.63730216,1.3752455,0.1500122,0.05969988,0.53820235,0.72966087,0.11410377,0.37030655,0.3675438,0.16116686,880.0,842.9304,848.5714,968.6447,848.97437,0.07025146484375,0.07513427734375,0.9940185546875,2.51220703125,3.267364501953125,1.57012939453125,1.0,1.0,1.0,1.0,1.0,91.92,0.0,2023-10-31 20:21:12.977
0.81493795,0.31700143,0.38630983,1.2614036,0.7079084,0.14345858,0.2827704,1.1911643,0.86053973,0.1140148,0.51309496,0.95464194,0.18530135,0.17308591,0.5257536,0.9557427,0.005846226,0.21435331,0.37436488,0.8248508,855.42126,847.76556,846.9597,861.4652,812.71063,0.0982666015625,0.07220458984375,0.99066162109375,0.082244873046875,1.95892333984375,1.158905029296875,1.0,1.0,1.0,1.0,1.0,91.92,0.0,2023-10-31 20:21:13.981
0.7895924,0.29586348,0.58751076,1.0603144,0.83953786,0.1873581,0.5416665,1.0949303,0.6524795,0.21393573,0.51814634,1.0925324,0.31542394,0.05214559,0.51918304,1.010614,0.033043034,0.21452168,0.4798764,0.84792894,867.1062,858.6447,847.76556,884.0293,873.1502,0.09857177734375,0.07098388671875,0.99273681640625,0.306549072265625,1.89910888671875,3.66363525390625,1.0,1.0,1.0,1.0,1.0,91.92,0.0,2023-10-31 20:21:14.981
1.0366832,0.37054044,0.622809,1.066914,0.8545971,0.25981843,0.60252064,1.0414761,0.7620996,0.32371494,0.6113117,1.0854901,0.1677704,0.16927435,0.47368604,1.112071,0.095734395,0.191342,0.3294904,0.8784577,821.1722,852.1978,852.6007,830.0366,795.38464,0.1085205078125,0.0921630859375,0.98199462890625,1.3458251953125,2.1533203125,5.061798095703125,1.0,1.0,1.0,1.0,1.0,91.92,0.0,2023-10-31 20:21:15.984
0.837301,0.084186,0.046900675,0.9230781,0.5824219,0.15432508,0.062652946,1.1896574,0.7725653,0.18969344,0.5974501,1.090339,0.2115225,0.21847901,0.5500679,0.91246545,0.016667858,0.08690647,0.35107723,0.8397112,831.6484,839.707,863.47986,829.6337,866.7033,0.103271484375,0.09698486328125,0.98626708984375,2.130889892578125,2.953338623046875,3.9178466796875,1.0,1.0,1.0,1.0,1.0,91.92,0.0,2023-10-31 20:21:16.989
0.43319705,0.06642978,0.119701825,1.1405604,0.29014137,0.18766594,0.072876565,1.3518813,0.66354924,0.065026425,0.14343044,1.322789,0.51420695,0.17013967,0.3317198,1.0087119,0.0028142962,0.21831378,0.38830012,0.6711188,795.38464,850.18317,858.24176,735.7509,814.3223,0.12469482421875,0.0869140625,0.9935302734375,1.2860107421875,2.654266357421875,4.486083984375,1.0,1.0,1.0,1.0,1.0,91.92,0.0,2023-10-31 20:21:17.992
0.5594294,0.06955659,0.37490365,1.0120745,0.59031326,0.2836102,0.048162557,1.419817,0.8000993,0.100341335,0.19332391,1.3096275,0.48185676,0.107318416,0.3396472,1.1305714,0.20713432,0.21664517,0.30446512,0.68313813,873.5531,847.3626,854.61536,899.7436,825.2015,0.1214599609375,0.07659912109375,0.9940185546875,2.624359130859375,3.252410888671875,7.31231689453125,1.0,1.0,1.0,1.0,1.0,91.92,0.0,2023-10-31 20:21:18.998
1.0980291,0.4540023,0.5929473,0.94276756,0.9197865,0.036812205,0.30562273,1.2745425,0.91716653,0.25382057,0.43361226,1.2153324,0.42781064,0.09704864,0.2783732,1.2215083,0.26696613,0.23423845,0.3169342,0.7865618,841.31866,849.3773,848.5714,765.16486,789.34064,0.11395263671875,0.03533935546875,0.99346923828125,2.115936279296875,0.46356201171875,3.985137939453125,1.0,1.0,1.0,1.0,1.0,91.92,0.0,2023-10-31 20:21:20.001
1.4528801,0.4440853,0.46257442,0.9073084,1.1035237,0.12279729,0.35337636,0.9793333,0.94752157,0.32877496,0.49922192,1.076913,0.57702523,0.11508541,0.25674292,1.2695574,0.28893587,0.22310917,0.21664034,0.9050007,797.8022,846.1539,855.42126,730.5128,803.44324,0.129638671875,0.06072998046875,0.99127197265625,1.831817626953125,1.607513427734375,1.79443359375,1.0,1.0,1.0,1.0,1.0,91.91,0.0,2023-10-31 20:21:21.005
1.1296111,0.36750397,0.13970484,1.5269636,0.713633,0.011336315,0.05355337,1.3334546,0.66065496,0.2226312,0.3376461,1.4368722,0.61964035,0.11332876,0.24655375,1.3590015,0.12612724,0.37063843,0.13104363,1.1038144,806.6667,856.2271,849.7802,700.696,796.5934,0.1405029296875,0.05816650390625,0.98846435546875,3.0804443359375,1.12152099609375,2.7813720703125,1.0,1.0,1.0,1.0,1.0,91.91,0.0,2023-10-31 20:21:22.005
0.81437045,0.53442544,0.5272882,1.6085832,0.4048242,0.24625272,0.4259742,1.3258935,0.7443773,0.105230026,0.5589766,1.4547372,0.3915422,0.031833533,0.41630635,1.4364624,0.0082860775,0.3389494,0.29281703,1.1081601,820.7692,848.1685,857.03296,761.53845,787.326,0.116943359375,0.0546875,0.99713134765625,1.547698974609375,3.0804443359375,3.7384033203125,1.0,1.0,1.0,1.0,1.0,91.91,0.0,2023-10-31 20:21:23.005
0.8466577,0.47808972,0.6732988,1.6003802,0.27428478,0.17450719,0.5649138,1.6277761,0.7149215,0.01759446,0.5808764,1.5396849,0.1612446,0.085529804,0.48609972,1.358579,0.13009275,0.3553816,0.3151361,1.0585215,815.9341,850.18317,867.50916,751.8681,829.2308,0.11865234375,0.07171630859375,0.9959716796875,1.016845703125,2.91595458984375,4.329071044921875,1.0,1.0,1.0,1.0,1.0,91.91,0.0,2023-10-31 20:21:24.005
1.0058585,0.684853,0.32913682,1.4640968,0.48803514,0.33914572,0.3234631,1.4645528,0.6462932,0.479578,0.44981197,1.5396849,0.23973931,0.036886506,0.5685614,1.3186992,0.2303373,0.32875183,0.5240721,1.1640631,783.69965,848.97437,853.00366,724.4689,693.0403,0.10943603515625,0.07855224609375,1.007568359375,2.16827392578125,5.75714111328125,9.989013671875,1.0,1.0,1.0,1.0,1.0,91.91,0.0,2023-10-31 20:21:25.005
1.0058585,0.79938614,0.2274269,1.195865,0.48803514,0.31603548,0.6046218,1.0977583,0.6462932,0.48096108,0.010828897,1.0316561,0.23973931,0.079455025,0.48504087,1.263074,0.2303373,0.088460594,0.38259417,1.2677569,785.31134,843.3333,856.2271,748.24176,778.0586,0.06658935546875,0.127685546875,0.986328125,3.431854248046875,5.18890380859375,11.1553955078125,1.0,1.0,1.0,1.0,1.0,91.91,0.0,2023-10-31 20:21:26.005
1.2569087,0.016547615,0.06535002,1.195865,0.77456516,0.45332122,0.44671232,1.0977583,0.5749587,0.25572163,0.14998922,1.0316561,0.34783366,0.02323296,0.46444008,1.263074,0.2957479,0.02920925,0.1992078,1.2677569,828.022,859.0476,852.6007,790.14655,803.44324,0.0833740234375,0.107177734375,0.99493408203125,0.91217041015625,0.635528564453125,3.72344970703125,1.0,1.0,1.0,1.0,1.0,91.91,0.0,2023-10-31 20:21:27.008
0.8310261,0.24228682,0.19649853,1.195865,0.31261012,0.42741632,0.02750167,1.0977583,0.5430232,0.0046009272,0.41068608,1.0316561,0.31314924,0.17784686,0.5134254,1.263074,0.27714553,0.16813196,0.517122,1.2677569,857.4359,850.58606,831.6484,856.2271,871.9414,0.07861328125,0.1099853515625,0.994873046875,0.964508056640625,1.734619140625,5.24871826171875,1.0,1.0,1.0,1.0,1.0,91.91,0.0,2023-10-31 20:21:28.013
0.7217978,0.021088803,0.22617707,1.009196,0.19346347,0.37468952,0.048265208,0.8300692,0.46570134,0.11259562,0.36784762,1.056285,0.4883062,0.25672024,0.52800614,1.0311362,0.3994845,0.08393337,0.6469825,0.5880899,799.81683,844.5421,850.58606,755.09155,806.26373,0.0838623046875,0.1148681640625,0.9849853515625,0.0897216796875,4.3963623046875,3.297271728515625,1.0,1.0,1.0,1.0,1.0,91.91,0.0,2023-10-31 20:21:29.013
0.50210166,0.08614901,0.054726165,0.82312214,0.35545328,0.39819953,0.38161033,0.9094455,0.515256,0.12682365,0.0952432,1.0963788,0.3436004,0.095174395,0.56154764,0.9488068,0.29837644,0.04112465,0.40380707,0.68811244,842.9304,848.5714,854.61536,832.4542,842.9304,0.08135986328125,0.1168212890625,0.990478515625,0.19439697265625,2.953338623046875,5.061798095703125,1.0,1.0,1.0,1.0,1.0,91.91,0.0,2023-10-31 20:21:30.017
0.3075417,0.33281252,0.06479404,1.0490167,0.30213112,0.103567414,0.32987535,0.81028837,0.80862635,0.099499784,0.06774397,1.4400587,0.36093032,0.09202475,0.6432132,0.9974972,0.1554508,0.2477199,0.33058628,0.6299253,852.1978,848.5714,848.5714,928.7546,912.23444,0.07073974609375,0.12969970703125,0.9940185546875,6.826324462890625,5.151519775390625,6.841278076171875,1.0,1.0,1.0,1.0,1.0,91.89,0.0,2023-10-31 20:21:31.022
0.2728662,0.47973418,0.63877845,1.0307419,0.37014228,0.2533054,0.43403625,0.72604686,0.80525374,0.1808384,0.43145412,1.136136,0.43649927,0.024116656,0.5735134,1.0151346,0.18379183,0.30910385,0.40069985,0.70063055,875.56775,850.18317,855.42126,883.6264,894.90845,0.03900146484375,0.13787841796875,0.99237060546875,1.128997802734375,1.532745361328125,3.9178466796875,1.0,1.0,1.0,1.0,1.0,91.89,0.0,2023-10-31 20:21:32.025
